Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,CCAvg_to_Income,Income_Group
60,34,64,3,2.5,1,0,0,0,0,1,0,0.0391,Medium
34,10,21,4,0.7,2,0,0,0,0,1,0,0.0333,Low
62,32,142,2,2.8,3,0,1,0,0,0,1,0.0197,Very_High
56,30,64,3,2.5,1,0,0,0,0,0,0,0.0391,Medium
51,25,40,4,1.8,1,0,0,1,0,0,1,0.045,Low
44,19,61,3,2.7,2,0,0,0,0,0,0,0.0443,Medium
41,16,44,1,0.3,3,0,0,0,0,0,0,0.0068,Medium
43,16,78,3,2.67,2,161,0,0,0,1,1,0.0342,Medium
25,0,25,2,0.9,3,0,0,0,0,0,0,0.036,Low
40,16,125,2,1.9,1,0,0,0,0,0,1,0.0152,High
53,29,63,2,1.0,3,0,0,0,0,1,0,0.0159,Medium
54,30,54,1,1.6,3,185,0,0,0,1,0,0.0296,Medium
36,12,92,2,0.0,1,184,0,0,0,0,0,0.0,High
26,2,119,2,0.6,1,381,0,0,0,1,1,0.005,High
35,11,40,1,2.4,2,0,0,0,0,1,0,0.06,Low
29,4,41,1,1.0,1,0,0,0,0,0,0,0.0244,Medium
35,11,81,2,0.0,1,0,0,0,0,1,1,0.0,High
28,4,101,3,2.5,1,270,0,0,0,0,0,0.0248,High
48,24,25,4,0.5,2,0,0,0,0,0,0,0.02,Low
46,20,55,1,1.5,2,0,0,1,0,0,0,0.0273,Medium
31,7,43,1,2.1,3,166,0,0,0,0,1,0.0488,Medium
40,16,98,2,1.8,2,98,0,0,0,1,0,0.0184,High
27,1,112,4,2.3,3,402,0,0,0,1,1,0.0205,High
32,2,69,4,4.0,3,102,0,0,0,1,0,0.058,Medium
67,43,79,4,1.7,2,215,0,0,1,1,1,0.0215,Medium
24,0,118,2,7.2,1,0,0,1,0,1,0,0.061,High
45,18,81,3,2.67,2,251,0,0,0,1,1,0.033,High
26,0,19,1,0.1,2,121,0,0,0,1,0,0.0053,Low
42,17,139,2,2.9,3,0,1,0,0,1,0,0.0209,Very_High
65,40,63,3,0.5,2,0,0,0,0,1,0,0.0079,Medium
59,33,102,2,1.4,1,0,0,0,0,1,0,0.0137,High
30,5,40,4,1.7,2,0,0,0,0,1,0,0.0425,Low
32,6,44,1,0.3,1,81,0,0,0,1,1,0.0068,Medium
36,12,59,3,2.0,1,216,0,0,0,0,0,0.0339,Medium
48,24,224,2,6.67,1,0,0,0,1,1,1,0.0298,Very_High
56,31,64,2,2.3,3,0,0,0,0,0,0,0.0359,Medium
44,20,129,2,3.3,1,0,0,0,0,1,0,0.0256,High
60,34,43,1,1.4,1,0,0,0,0,1,1,0.0326,Medium
51,27,12,3,0.4,1,0,0,1,1,1,1,0.0333,Low
34,10,53,3,2.6,2,0,0,0,0,1,0,0.0491,Medium
45,21,39,2,2.1,3,0,0,0,0,0,1,0.0538,Low
47,23,65,1,0.0,1,0,0,0,0,0,0,0.0,Medium
29,5,18,1,0.4,3,94,0,0,0,1,1,0.0222,Low
52,28,55,1,1.6,3,0,0,0,0,0,0,0.0291,Medium
61,35,60,1,2.5,3,0,0,0,0,1,0,0.0417,Medium
40,14,42,2,0.3,1,187,0,0,0,1,0,0.0071,Medium
24,0,44,3,0.1,2,0,0,0,0,0,0,0.0023,Medium
33,7,111,2,1.3,1,0,0,0,0,1,0,0.0117,High
33,8,62,1,1.0,1,0,0,0,0,1,0,0.0161,Medium
52,26,44,2,0.8,3,148,0,0,0,0,1,0.0182,Medium
40,14,69,1,1.5,3,0,0,0,0,0,0,0.0217,Medium
45,20,62,3,0.8,3,172,0,0,0,1,0,0.0129,Medium
27,3,35,1,1.8,2,0,0,0,0,0,0,0.0514,Low
38,13,91,1,2.8,1,0,0,0,0,1,1,0.0308,High
50,26,12,1,0.2,1,96,0,0,0,0,0,0.0167,Low
41,15,89,3,0.1,1,292,0,0,0,1,0,0.0011,High
60,34,65,4,1.7,2,0,0,1,0,1,0,0.0262,Medium
64,34,179,2,4.5,3,400,1,0,0,0,0,0.0251,Very_High
34,8,82,2,1.5,3,0,0,1,1,1,1,0.0183,High
30,6,48,1,1.2,1,0,0,0,0,1,0,0.025,Medium
31,4,20,4,1.5,2,0,0,0,0,1,0,0.075,Low
41,15,91,1,2.8,3,330,0,1,0,1,0,0.0308,High
61,37,122,2,6.0,1,0,0,0,0,1,0,0.0492,High
42,18,22,1,1.4,3,0,0,0,0,1,0,0.0636,Low
48,23,43,2,1.3,1,0,0,0,0,1,0,0.0302,Medium
59,34,38,4,1.7,1,0,0,0,0,0,1,0.0447,Low
57,33,61,3,2.67,1,0,0,0,0,1,0,0.0438,Medium
37,13,33,4,0.4,2,0,0,0,0,0,0,0.0121,Low
53,27,145,1,2.9,1,345,0,0,0,0,0,0.02,Very_High
53,27,170,1,1.0,1,0,0,0,0,1,0,0.0059,Very_High
26,2,55,3,0.7,2,0,0,0,0,1,0,0.0127,Medium
39,14,40,1,2.5,3,0,0,0,0,1,0,0.0625,Low
35,11,68,2,0.0,1,126,0,0,0,0,1,0.0,Medium
59,33,53,3,2.5,1,0,0,0,0,1,0,0.0472,Medium
43,18,63,3,0.8,3,0,0,1,0,0,0,0.0127,Medium
39,15,123,2,2.2,1,92,0,0,0,0,1,0.0179,High
49,24,13,2,0.0,1,0,0,0,0,1,0,0.0,Low
47,23,12,4,0.2,1,102,0,0,0,0,1,0.0167,Low
41,17,53,2,2.5,1,102,0,0,0,1,0,0.0472,Medium
57,33,79,1,2.7,2,294,0,0,0,1,1,0.0342,Medium
42,17,89,1,0.1,2,170,0,0,0,1,0,0.0011,High
61,36,188,1,9.3,2,0,1,0,0,0,0,0.0495,Very_High
56,26,62,3,1.4,3,0,0,0,0,1,0,0.0226,Medium
29,3,123,3,5.6,3,428,1,0,0,1,0,0.0455,High
25,0,40,3,2.4,2,0,0,0,0,1,0,0.06,Low
32,8,119,4,5.0,3,0,1,0,0,1,0,0.042,High
37,12,123,4,3.1,2,253,1,0,1,1,1,0.0252,High
31,5,23,1,0.4,2,0,0,0,0,1,1,0.0174,Low
38,14,62,1,1.5,3,255,0,0,0,1,0,0.0242,Medium
40,14,69,3,2.1,1,106,0,0,0,1,0,0.0304,Medium
61,36,124,2,3.9,1,0,0,1,0,0,1,0.0315,High
50,26,52,4,0.1,3,0,0,0,0,0,0,0.0019,Medium
32,7,134,2,3.1,1,0,0,0,0,0,0,0.0231,Very_High
62,36,58,1,0.8,2,0,0,0,0,0,0,0.0138,Medium
62,37,45,3,0.5,2,200,0,0,0,1,1,0.0111,Medium
40,15,75,4,1.1,2,0,0,0,0,1,0,0.0147,Medium
59,34,23,4,0.4,2,78,0,0,0,0,0,0.0174,Low
43,19,123,3,1.3,1,0,1,0,0,1,0,0.0106,High
62,37,48,3,2.2,1,0,0,0,0,0,0,0.0458,Medium
48,22,145,1,0.3,1,140,0,0,0,1,0,0.0021,Very_High
29,5,31,1,1.0,3,0,0,0,0,0,0,0.0323,Low
58,32,38,3,2.2,3,0,0,0,0,1,0,0.0579,Low
43,18,78,4,1.9,3,0,0,0,0,0,0,0.0244,Medium
39,15,94,2,1.9,1,0,0,0,0,1,0,0.0202,High
33,7,84,1,2.9,3,0,0,0,0,1,0,0.0345,High
40,15,22,1,0.6,3,0,0,0,0,1,0,0.0273,Low
28,3,78,4,0.2,1,0,0,0,0,1,1,0.0026,Medium
38,11,75,3,2.33,2,0,0,0,0,1,0,0.0311,Medium
65,40,71,3,2.2,1,0,0,0,0,0,1,0.031,Medium
35,11,24,1,0.5,3,0,0,0,0,1,1,0.0208,Low
29,5,112,2,4.33,1,0,0,0,0,1,1,0.0387,High
61,35,53,1,2.8,2,167,0,0,0,1,0,0.0528,Medium
46,21,41,1,0.5,3,0,0,0,0,0,0,0.0122,Medium
50,23,25,1,0.5,2,0,0,0,0,1,0,0.02,Low
60,33,42,4,2.5,2,194,0,0,0,1,0,0.0595,Medium
54,27,51,3,1.0,2,113,0,1,1,1,1,0.0196,Medium
43,18,19,2,0.3,2,0,0,0,0,1,0,0.0158,Low
38,14,90,2,0.0,1,258,0,1,1,1,1,0.0,High
46,22,89,4,1.4,2,0,0,0,0,1,0,0.0157,High
64,39,22,3,0.5,1,0,0,1,1,1,1,0.0227,Low
24,0,119,1,1.5,1,0,0,0,0,1,0,0.0126,High
39,13,93,4,3.6,3,0,1,0,0,1,0,0.0387,High
34,8,18,4,0.3,1,0,0,0,0,0,0,0.0167,Low
65,40,32,1,1.1,3,120,0,0,0,1,0,0.0344,Low
38,14,182,3,2.6,3,0,1,0,1,1,1,0.0143,Very_High
62,36,19,2,0.2,3,0,0,0,0,1,1,0.0105,Low
59,35,85,1,3.4,3,0,1,0,1,0,1,0.04,High
49,25,90,4,1.4,2,0,0,1,0,1,0,0.0156,High
57,32,59,2,3.7,1,134,0,0,0,1,0,0.0627,Medium
64,38,84,1,2.0,1,0,0,0,0,0,0,0.0238,High
47,22,95,2,3.9,2,0,1,0,0,0,0,0.0411,High
30,6,13,3,0.9,3,0,0,0,0,1,0,0.0692,Low
42,18,88,4,0.8,1,0,0,0,0,1,1,0.0091,High
53,28,34,2,0.6,3,0,0,0,0,1,1,0.0176,Low
50,24,11,4,0.6,3,0,0,0,0,0,1,0.0545,Low
62,38,80,4,1.7,2,0,0,0,0,0,0,0.0212,Medium
34,10,41,1,1.33,1,0,0,0,0,0,1,0.0324,Medium
47,21,90,2,0.8,3,0,0,0,0,0,0,0.0089,High
62,37,93,3,3.0,3,0,1,0,1,1,1,0.0323,High
61,35,81,4,1.9,2,0,0,0,0,0,0,0.0235,High
59,34,60,2,2.8,1,0,0,0,0,1,0,0.0467,Medium
47,21,39,3,0.6,2,0,0,0,0,1,1,0.0154,Low
65,39,22,3,0.7,2,0,0,0,0,0,0,0.0318,Low
56,32,32,2,0.8,1,79,0,1,0,1,0,0.025,Low
56,32,28,1,1.2,3,0,0,0,0,1,0,0.0429,Low
31,7,35,2,1.0,2,0,0,0,0,0,1,0.0286,Low
61,31,154,3,7.5,3,351,1,0,1,1,1,0.0487,Very_High
42,18,189,2,7.6,1,0,0,0,0,1,0,0.0402,Very_High
44,19,40,4,1.9,3,84,0,0,0,0,0,0.0475,Low
47,21,88,2,1.7,2,0,0,0,0,1,0,0.0193,High
30,6,124,2,0.6,1,0,0,0,0,1,0,0.0048,High
62,38,23,2,0.3,3,0,0,0,0,0,0,0.013,Low
56,32,23,4,0.7,1,0,0,0,0,1,1,0.0304,Low
25,0,139,2,2.0,1,0,0,0,0,0,1,0.0144,Very_High
53,28,173,4,2.7,1,427,1,0,0,1,0,0.0156,Very_High
26,0,42,4,1.3,3,153,0,0,0,1,0,0.031,Medium
59,35,161,1,2.9,1,160,0,0,0,0,1,0.018,Very_High
62,36,28,3,0.7,2,0,0,0,0,1,0,0.025,Low
58,32,191,4,5.2,3,194,1,0,0,0,1,0.0272,Very_High
40,14,42,2,0.3,1,106,0,0,0,0,1,0.0071,Medium
35,5,81,4,4.0,3,0,0,0,0,1,0,0.0494,High
51,25,175,3,0.7,1,312,1,0,0,0,0,0.004,Very_High
41,15,82,3,0.1,1,0,0,0,0,1,0,0.0012,High
51,27,53,1,1.8,3,0,0,0,0,0,1,0.034,Medium
27,1,142,3,5.5,1,0,1,0,0,0,0,0.0387,Very_High
46,21,42,4,1.9,3,0,0,0,0,1,0,0.0452,Medium
46,20,64,4,2.9,1,189,0,0,0,0,0,0.0453,Medium
31,5,90,2,1.3,1,0,0,1,0,1,0,0.0144,High
58,32,44,1,0.8,2,0,0,0,0,0,0,0.0182,Medium
42,18,29,1,0.3,3,0,0,0,0,1,0,0.0103,Low
59,35,93,2,1.6,1,0,0,0,0,0,1,0.0172,High
54,24,69,3,1.4,3,132,0,0,0,1,0,0.0203,Medium
35,11,82,2,1.7,2,0,0,0,0,1,1,0.0207,High
34,9,180,2,6.5,3,0,1,0,1,1,0,0.0361,Very_High
46,21,13,2,0.7,3,0,0,0,0,1,0,0.0538,Low
52,28,72,1,0.0,1,178,0,0,0,0,0,0.0,Medium
55,30,54,3,1.7,1,0,0,0,0,1,0,0.0315,Medium
34,9,104,1,4.6,1,0,0,0,0,1,1,0.0442,High
57,32,44,2,1.9,2,157,0,0,0,0,0,0.0432,Medium
45,19,40,1,0.2,1,0,0,1,1,1,1,0.005,Low
29,3,190,2,4.5,1,246,0,0,0,1,1,0.0237,Very_High
49,23,64,4,2.6,1,0,0,0,0,1,1,0.0406,Medium
36,11,9,2,0.3,2,99,0,1,0,0,0,0.0333,Low
57,31,38,4,0.7,2,0,0,0,0,1,0,0.0184,Low
25,0,72,3,2.6,3,0,0,0,0,1,0,0.0361,Medium
43,17,82,1,5.2,1,79,0,0,0,1,0,0.0634,High
27,2,48,2,1.6,3,119,0,1,0,1,0,0.0333,Medium
54,28,82,4,2.6,3,294,0,0,0,0,0,0.0317,High
53,26,14,2,1.0,2,83,0,0,0,0,0,0.0714,Low
55,29,162,1,2.9,1,0,0,0,0,1,1,0.0179,Very_High
43,19,54,2,1.7,1,0,0,0,0,1,0,0.0315,Medium
35,11,90,2,0.0,1,0,0,0,0,0,0,0.0,High
59,34,64,4,1.7,1,0,0,0,0,0,0,0.0266,Medium
42,18,65,3,2.1,3,0,0,0,0,1,1,0.0323,Medium
51,25,113,2,6.3,1,0,0,0,0,0,0,0.0558,High
57,32,38,2,2.1,3,0,0,0,0,0,0,0.0553,Low
39,15,65,1,1.5,3,0,0,0,0,0,0,0.0231,Medium
53,27,39,4,1.5,3,0,0,0,0,1,0,0.0385,Low
31,6,174,2,6.7,1,0,0,0,0,1,1,0.0385,Very_High
33,3,59,2,1.75,3,0,0,0,0,1,0,0.0297,Medium
38,14,43,2,1.7,1,0,0,0,0,1,0,0.0395,Medium
47,21,24,2,0.1,3,0,0,0,0,0,1,0.0042,Low
63,39,50,1,0.0,2,166,0,0,0,0,0,0.0,Medium
44,19,68,1,3.7,3,0,0,0,0,1,0,0.0544,Medium
61,37,61,3,2.0,3,0,0,0,0,1,0,0.0328,Medium
52,28,21,4,0.5,2,0,0,0,0,1,0,0.0238,Low
59,34,21,2,0.5,2,0,0,0,0,1,0,0.0238,Low
56,32,31,4,1.3,1,0,0,0,0,0,0,0.0419,Low
58,33,70,4,0.7,1,0,0,1,0,0,0,0.01,Medium
30,6,25,3,1.0,2,135,0,0,0,0,1,0.04,Low
42,17,78,1,1.0,3,0,0,0,0,1,0,0.0128,Medium
51,27,19,1,0.2,1,0,0,0,0,0,0,0.0105,Low
60,35,23,1,0.3,3,0,0,0,0,1,0,0.013,Low
30,4,40,4,0.8,1,0,0,0,0,1,0,0.02,Low
49,23,22,1,0.3,3,0,0,0,0,0,0,0.0136,Low
26,0,71,4,1.8,2,0,0,1,0,1,0,0.0254,Medium
36,12,58,1,3.6,2,0,0,0,0,0,0,0.0621,Medium
65,40,75,3,2.2,1,0,0,0,0,1,0,0.0293,Medium
27,0,40,1,2.0,2,110,0,0,0,0,1,0.05,Low
60,35,155,1,1.5,3,0,1,0,0,0,1,0.0097,Very_High
32,6,83,4,2.2,2,0,0,0,0,0,0,0.0265,High
46,20,99,3,1.1,1,0,0,0,0,0,0,0.0111,High
60,36,59,1,0.0,2,0,0,1,0,0,0,0.0,Medium
28,2,53,3,2.4,2,0,0,0,0,1,0,0.0453,Medium
50,26,11,4,0.2,1,0,0,1,0,0,0,0.0182,Low
52,28,179,4,4.2,3,0,1,0,0,0,0,0.0235,Very_High
29,0,71,2,1.75,3,0,0,0,0,0,0,0.0246,Medium
30,4,85,4,2.1,3,0,0,0,0,1,0,0.0247,High
42,18,49,3,2.1,3,0,0,1,0,1,0,0.0429,Medium
32,6,122,2,1.3,1,0,0,0,0,1,1,0.0107,High
40,15,171,2,3.3,1,0,0,0,0,1,0,0.0193,Very_High
49,24,138,2,2.2,2,0,1,0,0,1,0,0.0159,Very_High
53,23,8,4,0.4,3,0,0,1,0,1,0,0.05,Low
42,17,59,4,0.4,1,0,0,0,0,1,0,0.0068,Medium
38,14,49,3,2.8,1,0,0,0,0,0,0,0.0571,Medium
60,34,92,2,2.0,1,0,0,0,0,0,0,0.0217,High
27,3,75,4,0.0,1,0,0,0,0,0,0,0.0,Medium
61,35,60,1,2.8,2,0,0,0,0,1,1,0.0467,Medium
27,2,41,2,1.7,2,0,0,0,0,1,0,0.0415,Medium
45,21,40,3,0.6,2,0,0,0,0,1,1,0.015,Low
41,16,81,2,0.4,1,146,0,0,0,1,1,0.0049,High
44,20,52,1,0.8,3,196,0,0,0,0,1,0.0154,Medium
38,14,25,4,1.0,1,0,0,0,0,0,0,0.04,Low
39,15,139,1,3.4,1,353,0,0,0,1,0,0.0245,Very_High
48,22,54,1,1.2,2,0,0,0,0,0,0,0.0222,Medium
47,22,81,1,2.9,1,0,0,0,0,0,1,0.0358,High
64,39,73,3,2.2,1,0,0,1,0,0,1,0.0301,Medium
27,0,30,4,1.0,3,0,0,0,0,1,1,0.0333,Low
66,41,59,3,2.4,1,0,0,0,0,0,0,0.0407,Medium
43,17,21,3,1.5,1,0,0,0,0,0,0,0.0714,Low
34,9,65,3,0.7,2,104,0,0,0,1,0,0.0108,Medium
28,2,41,3,1.1,2,161,0,0,0,1,0,0.0268,Medium
52,28,52,4,0.1,3,121,0,0,0,0,0,0.0019,Medium
45,20,84,4,1.1,2,180,0,0,0,1,0,0.0131,High
24,0,135,2,7.2,1,0,0,0,0,1,0,0.0533,Very_High
39,14,18,4,0.2,3,0,0,1,0,0,0,0.0111,Low
40,16,34,1,0.7,1,0,0,0,0,1,1,0.0206,Low
30,5,85,4,1.8,3,0,0,0,0,1,0,0.0212,High
49,23,23,1,1.4,3,0,0,0,0,0,0,0.0609,Low
53,27,65,4,2.8,2,0,0,0,0,0,1,0.0431,Medium
56,30,195,1,2.9,1,0,0,0,0,0,0,0.0149,Very_High
50,24,40,4,2.6,1,89,0,0,0,1,0,0.065,Low
53,29,141,2,0.2,3,0,1,0,0,0,0,0.0014,Very_High
60,34,95,2,0.7,2,322,0,0,0,1,1,0.0074,High
58,33,23,3,1.3,2,131,0,0,0,0,0,0.0565,Low
43,19,82,2,1.8,2,0,0,0,0,1,1,0.022,High
46,21,53,4,1.9,3,0,0,0,0,0,0,0.0358,Medium
29,3,10,4,0.4,1,87,0,0,0,1,1,0.04,Low
56,30,75,1,1.9,2,125,0,0,0,1,0,0.0253,Medium
48,23,23,4,0.4,2,122,0,0,0,0,0,0.0174,Low
61,36,133,1,2.6,1,0,0,0,0,1,0,0.0195,Very_High
41,17,129,1,3.4,1,0,0,0,0,0,1,0.0264,High
35,11,85,4,0.1,2,131,0,0,0,0,0,0.0012,High
48,23,168,2,2.8,1,308,0,0,0,1,0,0.0167,Very_High
43,19,83,4,2.0,3,0,0,0,0,1,0,0.0241,High
37,12,52,2,1.1,2,0,0,0,0,1,0,0.0212,Medium
47,22,114,1,0.6,1,0,0,1,1,1,1,0.0053,High
29,3,81,1,2.9,3,0,0,0,0,0,0,0.0358,High
63,38,32,1,1.5,2,0,0,0,0,0,0,0.0469,Low
43,19,63,3,2.1,3,0,0,0,0,0,0,0.0333,Medium
57,32,70,3,1.6,3,0,0,0,0,0,0,0.0229,Medium
55,31,20,2,0.3,1,0,0,0,0,1,0,0.015,Low
47,23,138,2,3.3,1,0,0,0,0,1,1,0.0239,Very_High
58,34,63,4,1.6,2,0,0,0,0,0,0,0.0254,Medium
53,28,85,1,1.3,3,118,0,0,0,1,0,0.0153,High
59,35,180,2,6.5,2,0,1,1,1,1,1,0.0361,Very_High
46,22,80,4,2.0,3,0,0,0,0,1,0,0.025,Medium
41,15,53,1,0.7,3,0,0,0,0,1,0,0.0132,Medium
46,20,72,2,1.7,2,75,0,0,0,1,0,0.0236,Medium
44,18,123,3,5.9,1,0,1,0,1,1,1,0.048,High
44,18,91,2,0.8,3,0,0,0,0,1,0,0.0088,High
50,26,148,2,6.8,1,0,0,0,0,1,0,0.0459,Very_High
51,25,163,2,1.3,3,0,1,0,0,1,0,0.008,Very_High
55,30,28,4,0.1,3,149,0,0,0,1,1,0.0036,Low
37,12,193,1,8.6,1,0,0,0,0,0,0,0.0446,Very_High
34,10,22,3,0.9,3,0,0,0,0,1,0,0.0409,Low
59,34,74,4,0.7,1,0,0,0,0,1,1,0.0095,Medium
45,20,70,4,1.9,3,0,0,0,0,1,1,0.0271,Medium
30,4,11,1,0.1,2,0,0,0,0,1,1,0.0091,Low
32,8,61,3,2.6,2,0,0,0,0,0,0,0.0426,Medium
61,37,41,1,0.8,1,0,0,0,0,1,1,0.0195,Medium
54,28,108,4,1.9,2,0,1,0,0,1,0,0.0176,High
35,10,23,4,1.1,3,0,0,0,0,0,1,0.0478,Low
63,38,135,2,3.8,3,183,1,0,0,0,0,0.0281,Very_High
66,40,30,2,0.7,3,86,0,0,0,0,0,0.0233,Low
48,24,144,4,3.5,2,0,1,0,0,0,0,0.0243,Very_High
60,34,139,4,0.4,1,0,1,0,0,1,0,0.0029,Very_High
41,17,143,2,2.7,3,209,1,0,0,1,0,0.0189,Very_High
31,7,44,1,1.2,1,0,0,0,0,1,1,0.0273,Medium
58,31,49,4,2.5,2,0,0,0,0,1,0,0.051,Medium
67,42,75,4,0.1,2,182,0,0,0,1,0,0.0013,Medium
35,9,43,2,0.3,1,0,0,0,0,1,0,0.007,Medium
40,14,59,3,0.5,3,0,0,0,0,1,0,0.0085,Medium
42,17,154,3,4.9,1,0,1,0,1,1,1,0.0318,Very_High
44,18,75,1,0.7,3,0,0,0,0,0,1,0.0093,Medium
47,23,75,1,2.6,2,0,0,0,0,0,1,0.0347,Medium
59,35,88,2,1.6,1,278,0,0,0,0,0,0.0182,High
29,3,91,1,3.4,3,0,1,0,0,0,0,0.0374,High
36,6,11,1,0.67,3,0,0,1,1,1,1,0.0609,Low
47,22,22,1,0.4,3,0,0,0,0,1,0,0.0182,Low
55,29,49,2,0.8,3,220,0,0,0,0,1,0.0163,Medium
41,17,140,1,3.5,1,342,0,0,0,0,0,0.025,Very_High
51,25,99,2,2.4,2,0,0,0,0,0,0,0.0242,High
26,2,82,2,2.5,1,199,0,0,0,0,0,0.0305,High
33,9,10,4,1.0,1,81,0,0,0,0,1,0.1,Low
30,5,109,4,2.2,2,103,0,0,0,0,1,0.0202,High
30,4,45,4,1.3,3,0,0,0,0,0,0,0.0289,Medium
45,19,93,2,1.7,2,0,0,0,0,0,0,0.0183,High
40,16,89,3,3.9,2,216,1,1,1,1,0,0.0438,High
42,15,39,3,1.0,2,132,0,0,0,0,0,0.0256,Low
50,26,21,1,0.2,1,89,0,0,0,1,0,0.0095,Low
62,37,31,3,0.2,1,0,0,0,0,1,0,0.0065,Low
63,37,31,1,0.5,3,0,0,0,0,1,0,0.0161,Low
43,19,52,4,2.2,2,0,0,0,0,0,0,0.0423,Medium
49,25,13,1,0.9,3,0,0,0,0,1,0,0.0692,Low
51,25,21,2,0.4,3,76,0,1,0,1,0,0.019,Low
61,36,50,4,1.7,1,189,0,0,0,1,0,0.034,Medium
43,19,81,4,0.2,3,0,0,0,0,0,1,0.0025,High
43,19,74,4,1.9,1,0,0,0,0,0,1,0.0257,Medium
61,36,89,3,0.5,1,0,0,0,0,1,0,0.0056,High
35,9,82,3,0.9,2,0,0,0,0,1,0,0.011,High
59,33,88,4,1.9,2,0,0,0,0,0,0,0.0216,High
40,16,61,3,2.1,3,0,0,0,0,0,0,0.0344,Medium
61,36,139,2,3.9,1,0,0,0,0,0,0,0.0281,Very_High
48,23,29,1,1.3,2,0,0,0,0,0,0,0.0448,Low
37,11,51,3,2.1,1,0,0,0,0,1,1,0.0412,Medium
56,32,58,1,1.8,3,241,0,0,0,1,0,0.031,Medium
35,9,21,2,1.4,3,125,0,0,0,1,0,0.0667,Low
35,8,43,2,1.67,2,0,0,0,0,0,0,0.0388,Medium
40,16,104,2,1.8,2,0,0,0,0,0,0,0.0173,High
50,23,9,1,0.5,2,98,0,0,0,1,0,0.0556,Low
49,25,39,3,1.9,2,0,0,0,0,0,0,0.0487,Low
46,22,89,1,2.7,1,0,0,1,1,1,1,0.0303,High
64,40,21,2,0.3,3,0,0,0,0,0,0,0.0143,Low
60,35,173,3,3.1,3,0,1,0,0,1,0,0.0179,Very_High
45,21,29,1,0.3,3,105,0,0,0,1,1,0.0103,Low
52,27,43,4,0.2,2,0,0,0,0,0,1,0.0047,Medium
58,34,30,3,0.4,2,0,0,0,0,0,0,0.0133,Low
54,30,39,4,0.1,3,0,0,1,0,1,0,0.0026,Low
48,22,83,2,0.4,3,248,0,0,0,1,0,0.0048,High
51,25,58,3,0.7,2,223,0,0,0,0,0,0.0121,Medium
53,26,8,1,0.5,2,0,0,0,0,0,1,0.0625,Low
57,27,39,3,1.0,3,0,0,1,0,0,1,0.0256,Low
43,18,204,2,8.8,1,0,0,0,0,1,0,0.0431,Very_High
37,13,45,1,1.8,1,0,0,0,0,0,0,0.04,Medium
32,7,111,1,3.8,1,0,0,1,0,0,0,0.0342,High
34,10,83,2,2.0,2,148,0,0,0,0,0,0.0241,High
54,24,83,1,3.0,3,0,0,0,0,0,0,0.0361,High
62,36,115,2,2.8,1,202,0,0,0,1,1,0.0243,High
56,32,60,1,1.8,3,227,0,0,0,1,0,0.03,Medium
39,15,53,1,1.8,1,0,0,0,0,0,0,0.034,Medium
32,7,134,2,3.3,1,0,0,0,0,1,0,0.0246,Very_High
50,24,91,1,0.8,3,0,0,0,0,1,0,0.0088,High
27,1,91,2,0.2,1,0,0,0,0,1,0,0.0022,High
37,12,128,2,3.9,1,0,0,0,0,1,1,0.0305,High
60,34,78,3,4.4,1,0,0,1,0,0,0,0.0564,Medium
43,19,161,2,7.6,1,464,0,0,0,1,0,0.0472,Very_High
62,36,60,3,2.2,3,0,0,0,0,1,0,0.0367,Medium
39,14,161,1,4.1,1,509,0,1,0,0,0,0.0255,Very_High
34,9,40,4,2.0,2,0,0,0,0,1,1,0.05,Low
46,21,68,1,0.2,2,0,0,0,0,1,0,0.0029,Medium
46,22,74,3,0.7,1,0,0,0,0,1,0,0.0095,Medium
51,26,55,3,2.0,2,93,0,0,0,1,0,0.0364,Medium
44,20,145,1,3.5,1,0,0,0,0,0,1,0.0241,Very_High
60,35,24,1,1.5,2,0,0,0,0,0,0,0.0625,Low
65,39,10,1,0.8,2,0,0,0,0,1,0,0.08,Low
58,33,138,2,3.9,1,0,0,1,0,1,0,0.0283,Very_High
37,12,63,4,2.1,3,0,0,0,0,1,0,0.0333,Medium
52,28,54,4,0.1,3,0,0,0,0,0,1,0.0019,Medium
42,16,62,3,0.9,3,0,0,0,0,1,0,0.0145,Medium
54,29,81,1,0.1,3,0,0,0,0,0,0,0.0012,High
54,28,61,3,3.0,2,0,0,0,0,1,1,0.0492,Medium
51,27,68,1,1.6,3,0,0,0,0,1,0,0.0235,Medium
59,35,78,2,2.8,1,0,0,0,0,1,0,0.0359,Medium
41,17,165,2,7.6,1,157,0,0,0,0,0,0.0461,Very_High
43,17,48,3,2.2,2,0,0,0,0,0,1,0.0458,Medium
52,26,155,3,7.2,2,0,1,0,0,1,0,0.0465,Very_High
52,26,158,2,3.7,3,251,1,0,0,0,1,0.0234,Very_High
57,31,52,1,1.4,1,0,0,0,0,1,0,0.0269,Medium
53,28,18,4,0.8,1,0,0,0,0,0,0,0.0444,Low
58,33,42,4,1.7,1,0,0,0,0,0,0,0.0405,Medium
59,33,18,2,0.2,3,0,0,0,0,0,0,0.0111,Low
57,31,40,2,0.3,1,0,0,1,1,1,1,0.0075,Low
27,2,44,4,0.6,2,0,0,1,1,1,0,0.0136,Medium
42,16,11,1,0.2,1,87,0,0,0,0,1,0.0182,Low
52,26,194,2,5.7,2,0,1,0,0,1,0,0.0294,Very_High
